"...1","year","country_isocode","country_name","id","position","name","title","gender","birthyear","deadyear","party","party_english","party_otherlanguage","whogov_partyid","partyfacts_id","core","minister","leader","classification","portfolio_1","prestige_1","portfolio_2","prestige_2","portfolio_3","prestige_3","portfolio_4","prestige_4","m_finance","m_defense","m_agriculture","m_foreignaffairs","handcoded","degree_text","degreetype_text","occupation_text","politician_text","royal","Previously worked in an IFI","previously central banker","source 1","source 2","source 3","degree","degreetype","occupation","politician","tech_edu","tech_ind","non_civil","NA_reason"
180899,1998,"COG","Congo, People's Republic Of The",724,"Min. Of Finance & Budget","Mathias Dzon",NA,"Male",NA,NA,"fdu","United Democratic Forces","Forces Démocratiques Unies","COG-fdu",6364,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High",NA,NA,NA,NA,NA,NA,1,0,0,0,1,"8. Masterâ€™s degree","12. Economics/Business/Management","21. Other white-collar job (private sector)","3. Has previously held a political office (Member of legislature, local/regional government)","No","Yes","NA","https://en.wikipedia.org/wiki/Mathias_Dzon","https://web.archive.org/web/20090608213632/http://www.mathiasdzon.com/pages/Qui_est_Mathias_DZON_-997513.html",NA,8,12,21,3,1,0,1,"observed"
180938,1999,"COG","Congo, People's Republic Of The",763,"Min. Of Economy, Finance & Budget","Mathias Dzon",NA,"Male",NA,NA,"fdu","United Democratic Forces","Forces Démocratiques Unies","COG-fdu",6364,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High","General Economic Affairs","Medium",NA,NA,NA,NA,1,0,0,0,1,"8. Masterâ€™s degree","12. Economics/Business/Management","21. Other white-collar job (private sector)","3. Has previously held a political office (Member of legislature, local/regional government)","No","Yes","NA","https://en.wikipedia.org/wiki/Mathias_Dzon","https://web.archive.org/web/20090608213632/http://www.mathiasdzon.com/pages/Qui_est_Mathias_DZON_-997513.html",NA,8,12,21,3,1,0,1,"observed"
180966,2000,"COG","Congo, People's Republic Of The",791,"Min. Of Economy, Finance & Budget","Mathias Dzon",NA,"Male",NA,NA,"fdu","United Democratic Forces","Forces Démocratiques Unies","COG-fdu",6364,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High","General Economic Affairs","Medium",NA,NA,NA,NA,1,0,0,0,1,"8. Masterâ€™s degree","12. Economics/Business/Management","21. Other white-collar job (private sector)","3. Has previously held a political office (Member of legislature, local/regional government)","No","Yes","NA","https://en.wikipedia.org/wiki/Mathias_Dzon","https://web.archive.org/web/20090608213632/http://www.mathiasdzon.com/pages/Qui_est_Mathias_DZON_-997513.html",NA,8,12,21,3,1,0,1,"observed"
180992,2001,"COG","Congo, People's Republic Of The",817,"Min. Of Economy, Finance & Budget","Mathias Dzon",NA,"Male",NA,NA,"fdu","United Democratic Forces","Forces Démocratiques Unies","COG-fdu",6364,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High","General Economic Affairs","Medium",NA,NA,NA,NA,1,0,0,0,1,"8. Masterâ€™s degree","12. Economics/Business/Management","21. Other white-collar job (private sector)","3. Has previously held a political office (Member of legislature, local/regional government)","No","Yes","NA","https://en.wikipedia.org/wiki/Mathias_Dzon","https://web.archive.org/web/20090608213632/http://www.mathiasdzon.com/pages/Qui_est_Mathias_DZON_-997513.html",NA,8,12,21,3,1,0,1,"observed"
181020,2002,"COG","Congo, People's Republic Of The",845,"Min. Of Economy, Finance & Budget","Mathias Dzon",NA,"Male",NA,NA,"fdu","United Democratic Forces","Forces Démocratiques Unies","COG-fdu",6364,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High","General Economic Affairs","Medium",NA,NA,NA,NA,1,0,0,0,1,"8. Masterâ€™s degree","12. Economics/Business/Management","21. Other white-collar job (private sector)","3. Has previously held a political office (Member of legislature, local/regional government)","No","Yes","NA","https://en.wikipedia.org/wiki/Mathias_Dzon","https://web.archive.org/web/20090608213632/http://www.mathiasdzon.com/pages/Qui_est_Mathias_DZON_-997513.html",NA,8,12,21,3,1,0,1,"observed"
181049,2003,"COG","Congo, People's Republic Of The",874,"Min. Of Economy, Finance & Budget","Mathias Dzon",NA,"Male",NA,NA,"uprn","Patriotic Union for National Reconstruction","Union Patriotique pour la Reconstruction Nationale","COG-uprn",NA,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High","General Economic Affairs","Medium",NA,NA,NA,NA,1,0,0,0,1,"8. Masterâ€™s degree","12. Economics/Business/Management","21. Other white-collar job (private sector)","3. Has previously held a political office (Member of legislature, local/regional government)","No","Yes","NA","https://en.wikipedia.org/wiki/Mathias_Dzon","https://web.archive.org/web/20090608213632/http://www.mathiasdzon.com/pages/Qui_est_Mathias_DZON_-997513.html",NA,8,12,21,3,1,0,1,"observed"
181078,2004,"COG","Congo, People's Republic Of The",903,"Min. Of Economy, Finance & Budget","Mathias Dzon",NA,"Male",NA,NA,"uprn","Patriotic Union for National Reconstruction","Union Patriotique pour la Reconstruction Nationale","COG-uprn",NA,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High","General Economic Affairs","Medium",NA,NA,NA,NA,1,0,0,0,1,"8. Masterâ€™s degree","12. Economics/Business/Management","21. Other white-collar job (private sector)","3. Has previously held a political office (Member of legislature, local/regional government)","No","Yes","NA","https://en.wikipedia.org/wiki/Mathias_Dzon","https://web.archive.org/web/20090608213632/http://www.mathiasdzon.com/pages/Qui_est_Mathias_DZON_-997513.html",NA,8,12,21,3,1,0,1,"observed"
181109,2005,"COG","Congo, People's Republic Of The",934,"Min. Of Economy, Finance & Budget","Roger Rigobert Andely",NA,"Male",NA,NA,"independent","independent","independent","COG-independent",4673,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High","General Economic Affairs","Medium",NA,NA,NA,NA,1,0,0,0,1,"8. Masterâ€™s degree","12. Economics/Business/Management","21. Other white-collar job (private sector)","1. No prior political experience","No","Yes","NA","https://fr.wikipedia.org/wiki/Rigobert_Roger_Andely",NA,NA,8,12,21,1,1,1,1,"observed"
181142,2006,"COG","Congo, People's Republic Of The",967,"Min. Of Economy, Finance & Budget","Roger Rigobert Andely",NA,"Male",NA,NA,"independent","independent","independent","COG-independent",4673,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High","General Economic Affairs","Medium",NA,NA,NA,NA,1,0,0,0,1,"8. Masterâ€™s degree","12. Economics/Business/Management","21. Other white-collar job (private sector)","1. No prior political experience","No","Yes","NA","https://fr.wikipedia.org/wiki/Rigobert_Roger_Andely",NA,NA,8,12,21,1,1,1,1,"observed"
181177,2007,"COG","Congo, People's Republic Of The",1002,"Min. Of Economy, Finance & Budget","Roger Rigobert Andely",NA,"Male",NA,NA,"independent","independent","independent","COG-independent",4673,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High","General Economic Affairs","Medium",NA,NA,NA,NA,1,0,0,0,1,"8. Masterâ€™s degree","12. Economics/Business/Management","21. Other white-collar job (private sector)","1. No prior political experience","No","Yes","NA","https://fr.wikipedia.org/wiki/Rigobert_Roger_Andely",NA,NA,8,12,21,1,1,1,1,"observed"
181217,2008,"COG","Congo, People's Republic Of The",1042,"Min. Of Economy, Finance & Budget","Pacifique Issoikbeka",NA,"Male",NA,NA,"independent","independent","independent","COG-independent",4673,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High","General Economic Affairs","Medium",NA,NA,NA,NA,1,0,0,0,1,"8. Masterâ€™s degree","12. Economics/Business/Management","21. Other white-collar job (private sector)","1. No prior political experience","No","Yes","NA","https://en.wikipedia.org/wiki/Pacifique_Isso%C3%AFbeka","https://en.wikipedia.org/wiki/Pacifique_Isso%C3%AFbeka",NA,8,12,21,1,1,1,1,"observed"
181259,2009,"COG","Congo, People's Republic Of The",1084,"Min. Of Economy, Finance & Budget","Pacifique Issoikbeka",NA,"Male",NA,NA,"independent","independent","independent","COG-independent",4673,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High","General Economic Affairs","Medium",NA,NA,NA,NA,1,0,0,0,1,"8. Masterâ€™s degree","12. Economics/Business/Management","21. Other white-collar job (private sector)","1. No prior political experience","No","Yes","NA","https://en.wikipedia.org/wiki/Pacifique_Isso%C3%AFbeka","https://en.wikipedia.org/wiki/Pacifique_Isso%C3%AFbeka",NA,8,12,21,1,1,1,1,"observed"
181303,2010,"COG","Congo, People's Republic Of The",1128,"Min. Of Finance, Budget & Public Portfolio","Gilbert Ondongo",NA,"Male",NA,NA,"pct","Congolese Party of Labour","Parti congolais du travail","COG-pct",5365,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High","Enterprises, Companies & Business","Medium",NA,NA,NA,NA,1,0,0,0,1,"NA","NA","1. Academic (research and tertiary education)","1. No prior political experience","No","No","NA","https://en.wikipedia.org/wiki/Gilbert_Ondongo",NA,NA,NA,NA,1,1,NA,NA,1,"no degree data"
181348,2011,"COG","Congo, People's Republic Of The",1173,"Min. Of Finance, Budget & Public Portfolio","Gilbert Ondongo",NA,"Male",NA,NA,"pct","Congolese Party of Labour","Parti congolais du travail","COG-pct",5365,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High","Enterprises, Companies & Business","Medium",NA,NA,NA,NA,1,0,0,0,1,"NA","NA","1. Academic (research and tertiary education)","1. No prior political experience","No","No","NA","https://en.wikipedia.org/wiki/Gilbert_Ondongo",NA,NA,NA,NA,1,1,NA,NA,1,"no degree data"
181393,2012,"COG","Congo, People's Republic Of The",1218,"Min. Of Finance, Budget & Public Portfolio","Gilbert Ondongo",NA,"Male",NA,NA,"pct","Congolese Party of Labour","Parti congolais du travail","COG-pct",5365,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High","Enterprises, Companies & Business","Medium",NA,NA,NA,NA,1,0,0,0,1,"NA","NA","1. Academic (research and tertiary education)","1. No prior political experience","No","No","NA","https://en.wikipedia.org/wiki/Gilbert_Ondongo",NA,NA,NA,NA,1,1,NA,NA,1,"no degree data"
181433,2013,"COG","Congo, People's Republic Of The",1258,"Min. Of Finance, Budget & Public Portfolio","Gilbert Ondongo",NA,"Male",NA,NA,"pct","Congolese Party of Labour","Parti congolais du travail","COG-pct",5365,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High","Enterprises, Companies & Business","Medium",NA,NA,NA,NA,1,0,0,0,1,"NA","NA","1. Academic (research and tertiary education)","1. No prior political experience","No","No","NA","https://en.wikipedia.org/wiki/Gilbert_Ondongo",NA,NA,NA,NA,1,1,NA,NA,1,"no degree data"
181472,2014,"COG","Congo, People's Republic Of The",1297,"Min. Of Finance, Budget & Public Portfolio","Gilbert Ondongo",NA,"Male",NA,NA,"pct","Congolese Party of Labour","Parti congolais du travail","COG-pct",5365,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High","Enterprises, Companies & Business","Medium",NA,NA,NA,NA,1,0,0,0,1,"NA","NA","1. Academic (research and tertiary education)","1. No prior political experience","No","No","NA","https://en.wikipedia.org/wiki/Gilbert_Ondongo",NA,NA,NA,NA,1,1,NA,NA,1,"no degree data"
181516,2015,"COG","Congo, People's Republic Of The",1341,"Min. Of Finance, Budget & Public Portfolio","Gilbert Ondongo",NA,"Male",NA,NA,"pct","Congolese Party of Labour","Parti congolais du travail","COG-pct",5365,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High","Enterprises, Companies & Business","Medium",NA,NA,NA,NA,1,0,0,0,1,"NA","NA","1. Academic (research and tertiary education)","1. No prior political experience","No","No","NA","https://en.wikipedia.org/wiki/Gilbert_Ondongo",NA,NA,NA,NA,1,1,NA,NA,1,"no degree data"
181555,2016,"COG","Congo, People's Republic Of The",1380,"Min. Of Finance, Budget & Public Portfolio","Calixte Ganongo",NA,"Male",NA,NA,"unknown",NA,NA,"COG-unknown",NA,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High","Enterprises, Companies & Business","Medium",NA,NA,NA,NA,1,0,0,0,1,"NA","NA","22. Other white-collar job (public sector)","1. No prior political experience","No","No","NA","https://web.archive.org/web/20160604234521/http://www.africa1.com/spip.php?article67247",NA,NA,NA,NA,22,1,NA,0,0,"observed"
181598,2017,"COG","Congo, People's Republic Of The",1423,"Min. Of Finance, Budget & Public Portfolio","Calixte Ganongo",NA,"Male",NA,NA,"unknown",NA,NA,"COG-unknown",NA,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High",NA,NA,NA,NA,NA,NA,1,0,0,0,1,"NA","NA","22. Other white-collar job (public sector)","1. No prior political experience","No","No","NA","https://web.archive.org/web/20160604234521/http://www.africa1.com/spip.php?article67247",NA,NA,NA,NA,22,1,NA,0,0,"observed"
191713,1979,"SLE","Sierra Leone, Republic Of",398,"Min. Of Finance","Francis Misheck Minah",NA,"Male",NA,NA,"apc","All People's Congress","All People's Congress","SLE-apc",4045,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High",NA,NA,NA,NA,NA,NA,1,0,0,0,1,"7. Bachelorâ€™s degree","11. Law","6. Judge or lawyer","2. Partisan without holding a political office (advisor, active in party organization, etc.)","No","No","NA","https://en.wikipedia.org/wiki/Francis_Minah","https://cocorioko.net/why-all-the-fuss-over-f-m-minah/",NA,7,11,6,2,0,0,NA,"observed"
191746,1980,"SLE","Sierra Leone, Republic Of",431,"Min. Of Finance","Francis Misheck Minah",NA,"Male",NA,NA,"apc","All People's Congress","All People's Congress","SLE-apc",4045,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High",NA,NA,NA,NA,NA,NA,1,0,0,0,1,"7. Bachelorâ€™s degree","11. Law","6. Judge or lawyer","2. Partisan without holding a political office (advisor, active in party organization, etc.)","No","No","NA","https://en.wikipedia.org/wiki/Francis_Minah","https://cocorioko.net/why-all-the-fuss-over-f-m-minah/",NA,7,11,6,2,0,0,NA,"observed"
191783,1981,"SLE","Sierra Leone, Republic Of",468,"Min. Of Finance","Sama S. Banya","Dr.","Male",NA,NA,"apc","All People's Congress","All People's Congress","SLE-apc",4045,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High",NA,NA,NA,NA,NA,NA,1,0,0,0,1,"3. Secondary education","16. Unclear content degree","NA","3. Has previously held a political office (Member of legislature, local/regional government)","No","No","NA","https://mamasalone.wordpress.com/2020/06/12/book-review-looking-back-my-life-and-times-by-dr-sama-banya/","https://www.thesierraleonetelegraph.com/looking-back-my-life-and-times/",NA,3,16,NA,3,0,NA,NA,"occupation_missing"
191821,1982,"SLE","Sierra Leone, Republic Of",506,"Min. Of Finance","Salia Jusu-Sheriff","Sheriff","Male",NA,NA,"apc","All People's Congress","All People's Congress","SLE-apc",4045,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High",NA,NA,NA,NA,NA,NA,1,0,0,0,1,"7. Bachelorâ€™s degree","12. Economics/Business/Management","6. Judge or lawyer","2. Partisan without holding a political office (advisor, active in party organization, etc.)","No","No","NA","https://en.wikipedia.org/wiki/Salia_Jusu-Sheriff","https://awokonewspaper.sl/slpp-honors-salia-jusu-sheriffs-legacies/",NA,7,12,6,2,0,0,NA,"observed"
191861,1983,"SLE","Sierra Leone, Republic Of",546,"Min. Of Finance","Salia Jusu-Sheriff","Sheriff","Male",NA,NA,"apc","All People's Congress","All People's Congress","SLE-apc",4045,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High",NA,NA,NA,NA,NA,NA,1,0,0,0,1,"7. Bachelorâ€™s degree","12. Economics/Business/Management","6. Judge or lawyer","2. Partisan without holding a political office (advisor, active in party organization, etc.)","No","No","NA","https://en.wikipedia.org/wiki/Salia_Jusu-Sheriff","https://awokonewspaper.sl/slpp-honors-salia-jusu-sheriffs-legacies/",NA,7,12,6,2,0,0,NA,"observed"
191901,1984,"SLE","Sierra Leone, Republic Of",586,"Min. Of Finance","Salia Jusu-Sheriff","Sheriff","Male",NA,NA,"apc","All People's Congress","All People's Congress","SLE-apc",4045,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High",NA,NA,NA,NA,NA,NA,1,0,0,0,1,"7. Bachelorâ€™s degree","12. Economics/Business/Management","6. Judge or lawyer","2. Partisan without holding a political office (advisor, active in party organization, etc.)","No","No","NA","https://en.wikipedia.org/wiki/Salia_Jusu-Sheriff","https://awokonewspaper.sl/slpp-honors-salia-jusu-sheriffs-legacies/",NA,7,12,6,2,0,0,NA,"observed"
191942,1985,"SLE","Sierra Leone, Republic Of",627,"Min. Of Finance","Joe Amara-Banpli",NA,"Male",NA,NA,"apc","All People's Congress","All People's Congress","SLE-apc",4045,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High",NA,NA,NA,NA,NA,NA,1,0,0,0,1,"NA","NA","NA","NA","No","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"occupation_missing"
191981,1986,"SLE","Sierra Leone, Republic Of",666,"Min. Of Finance","Sheka Kanu","Dr.","Male",NA,NA,"apc","All People's Congress","All People's Congress","SLE-apc",4045,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High",NA,NA,NA,NA,NA,NA,1,0,0,0,1,"NA","NA","NA","NA","No","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"occupation_missing"
192009,1987,"SLE","Sierra Leone, Republic Of",694,"Min. Of Finance","Hassan Gbassay Kanu",NA,"Male",NA,NA,"apc","All People's Congress","All People's Congress","SLE-apc",4045,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High",NA,NA,NA,NA,NA,NA,1,0,0,0,1,"NA","NA","NA","NA","No","NA","NA","https://cocorioko.net/hassan-gbessay-kanu-laid-to-rest/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"occupation_missing"
192037,1988,"SLE","Sierra Leone, Republic",722,"Min. Of Finance","Hassan Gbassay Kanu",NA,"Male",NA,NA,"apc","All People's Congress","All People's Congress","SLE-apc",4045,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High",NA,NA,NA,NA,NA,NA,1,0,0,0,1,"NA","NA","NA","NA","No","NA","NA","https://cocorioko.net/hassan-gbessay-kanu-laid-to-rest/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"occupation_missing"
192066,1989,"SLE","Sierra Leone, Republic Of",751,"Min. Of Finance","Hassan Gbassay Kanu",NA,"Male",NA,NA,"apc","All People's Congress","All People's Congress","SLE-apc",4045,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High",NA,NA,NA,NA,NA,NA,1,0,0,0,1,"NA","NA","NA","NA","No","NA","NA","https://cocorioko.net/hassan-gbessay-kanu-laid-to-rest/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"occupation_missing"
192159,1992,"SLE","Sierra Leone, Republic Of",844,"Min. Of Finance, Development & Economic Planning","James S.a. Funna",NA,"Male",NA,NA,"independent","independent","independent","SLE-independent",3505,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High","Planning & Development","Medium",NA,NA,NA,NA,1,0,0,0,1,"NA","NA","NA","NA","No","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"occupation_missing"
192182,1993,"SLE","Sierra Leone, Republic Of",867,"Sec. Of State For Finance, Development & Economic Planning","John Karimu",NA,"Male",NA,NA,"independent","independent","independent","SLE-independent",3505,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High","Planning & Development","Medium",NA,NA,NA,NA,1,0,0,0,1,"9. Doctoral degree","12. Economics/Business/Management","21. Other white-collar job (private sector)","1. No prior political experience","No","NA","NA","https://prabook.com/web/john.karimu/314596","https://eprints.soas.ac.uk/28979/1/10673223.pdf","https://en.wikipedia.org/wiki/John_Karimu",9,12,21,1,1,1,1,"observed"
192210,1994,"SLE","Sierra Leone, Republic Of",895,"Sec. Of State For Finance","John Karimu",NA,"Male",NA,NA,"independent","independent","independent","SLE-independent",3505,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High",NA,NA,NA,NA,NA,NA,1,0,0,0,1,"9. Doctoral degree","12. Economics/Business/Management","21. Other white-collar job (private sector)","1. No prior political experience","No","NA","NA","https://prabook.com/web/john.karimu/314596","https://eprints.soas.ac.uk/28979/1/10673223.pdf","https://en.wikipedia.org/wiki/John_Karimu",9,12,21,1,1,1,1,"observed"
192238,1995,"SLE","Sierra Leone, Republic Of",923,"Sec. Of State For Finance","John Karimu",NA,"Male",NA,NA,"independent","independent","independent","SLE-independent",3505,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High",NA,NA,NA,NA,NA,NA,1,0,0,0,1,"9. Doctoral degree","12. Economics/Business/Management","21. Other white-collar job (private sector)","1. No prior political experience","No","NA","NA","https://prabook.com/web/john.karimu/314596","https://eprints.soas.ac.uk/28979/1/10673223.pdf","https://en.wikipedia.org/wiki/John_Karimu",9,12,21,1,1,1,1,"observed"
192266,1996,"SLE","Sierra Leone, Republic Of",951,"Min. Of Finance","Thaimu Bangura",NA,"Male",NA,NA,"pdp","People's Democratic Party","People's Democratic Party","SLE-pdp",5895,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High",NA,NA,NA,NA,NA,NA,1,0,0,0,1,"NA","NA","6. Judge or lawyer","2. Partisan without holding a political office (advisor, active in party organization, etc.)","No","NA","NA","https://en.wikipedia.org/wiki/Thaimu_Bangura","https://internationalopendataconfer2016.sched.com/speaker/mohamedbangura",NA,NA,NA,6,2,NA,0,NA,"observed"
192292,1997,"SLE","Sierra Leone, Republic Of",977,"Min. Of Finance","Thaimu Bangura",NA,"Male",NA,NA,"pdp","People's Democratic Party","People's Democratic Party","SLE-pdp",5895,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High",NA,NA,NA,NA,NA,NA,1,0,0,0,1,"NA","NA","6. Judge or lawyer","2. Partisan without holding a political office (advisor, active in party organization, etc.)","No","NA","NA","https://en.wikipedia.org/wiki/Thaimu_Bangura","https://internationalopendataconfer2016.sched.com/speaker/mohamedbangura",NA,NA,NA,6,2,NA,0,NA,"observed"
192319,1998,"SLE","Sierra Leone, Republic Of",1004,"Min. Of Finance & Economic Planning","James O. C. Jonah","Dr.","Male",NA,NA,"independent","independent","independent","SLE-independent",3505,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High","Planning & Development","Medium",NA,NA,NA,NA,1,0,0,0,1,"NA","NA","8. Work in NGO or other non-profit organization","1. No prior political experience","No","NA","NA","https://press.un.org/en/1996/19960717.bio3023.html",NA,"https://digitallibrary.un.org/record/478341?ln=en&v=pdf",NA,NA,8,1,NA,0,1,"observed"
192341,1999,"SLE","Sierra Leone, Republic Of",1026,"Min. Of Finance & Economic Planning","James O. C. Jonah","Dr.","Male",NA,NA,"independent","independent","independent","SLE-independent",3505,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High","Planning & Development","Medium",NA,NA,NA,NA,1,0,0,0,1,"NA","NA","8. Work in NGO or other non-profit organization","1. No prior political experience","No","NA","NA","https://press.un.org/en/1996/19960717.bio3023.html",NA,"https://digitallibrary.un.org/record/478341?ln=en&v=pdf",NA,NA,8,1,NA,0,1,"observed"
192364,2000,"SLE","Sierra Leone, Republic Of",1049,"Min. Of Finance","James O. C. Jonah","Dr.","Male",NA,NA,"independent","independent","independent","SLE-independent",3505,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High",NA,NA,NA,NA,NA,NA,1,0,0,0,1,"NA","NA","8. Work in NGO or other non-profit organization","1. No prior political experience","No","NA","NA","https://press.un.org/en/1996/19960717.bio3023.html",NA,"https://digitallibrary.un.org/record/478341?ln=en&v=pdf",NA,NA,8,1,NA,0,1,"observed"
192394,2001,"SLE","Sierra Leone",1079,"Min. Of Finance","Peter Kuyembeh",NA,"Male",NA,NA,"independent","independent","independent","SLE-independent",3505,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High",NA,NA,NA,NA,NA,NA,1,0,0,0,1,"NA","NA","NA","NA","No","No","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"occupation_missing"
192424,2002,"SLE","Sierra Leone",1109,"Min. Of Finance","Peter Kuyembeh",NA,"Male",NA,NA,"independent","independent","independent","SLE-independent",3505,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High",NA,NA,NA,NA,NA,NA,1,0,0,0,1,"NA","NA","NA","NA","No","No","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"occupation_missing"
193035,2021,"SLE","Sierra Leone",1720,"Min. Of Finance","Denis K. Vandi",NA,"Male",NA,NA,"slpp","Sierra Leone People's Party","Sierra Leone People's Party","SLE-slpp",4047,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High",NA,NA,NA,NA,NA,NA,1,0,0,0,1,"8. Masterâ€™s degree","12. Economics/Business/Management","22. Other white-collar job (public sector)","1. No prior political experience","No","No","NA","https://mof.gov.sl/minister-of-finance/",NA,NA,8,12,22,1,1,0,0,"observed"
220295,1966,"TGO","Togo",5,"Min. Of Finance Economy & Plan","Antoine Meatchi",NA,"Male",NA,NA,"ptp","Togolese Party of Progress","Parti togolais du progrès","TGO-ptp",4763,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High","General Economic Affairs","Medium","Planning & Development","Medium",NA,NA,1,0,0,0,1,"10. Went to university, unclear which/any degree","4. Agronomy","22. Other white-collar job (public sector)","3. Has previously held a political office (Member of legislature, local/regional government)","No","No","No","https://en.wikipedia.org/wiki/Antoine_Meatchi","https://web.archive.org/web/20181128161201/http://finances.gouv.tg/node/98","https://time.com/archive/6626460/togo-arranging-things/",10,4,22,3,0,0,0,"observed"
220310,1967,"TGO","Togo",20,"Min. Of Finance & Economic Affairs","Boukari Djobo",NA,"Male",NA,NA,"independent","independent","independent","TGO-independent",3523,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High","General Economic Affairs","Medium",NA,NA,NA,NA,1,0,0,0,1,"8. Masterâ€™s degree","12. Economics/Business/Management","22. Other white-collar job (public sector)","1. No prior political experience","No","No","No","https://visionssolidaires.com/2018/09/06/notre-devoir-de-souvenir-djobo-boukari/",NA,NA,8,12,22,1,1,0,0,"observed"
220321,1968,"TGO","Togo",31,"Min. Of Finance & Economic Affairs","Boukari Djobo",NA,"Male",NA,NA,"independent","independent","independent","TGO-independent",3523,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High","General Economic Affairs","Medium",NA,NA,NA,NA,1,0,0,0,1,"8. Masterâ€™s degree","12. Economics/Business/Management","22. Other white-collar job (public sector)","1. No prior political experience","No","No","No","https://visionssolidaires.com/2018/09/06/notre-devoir-de-souvenir-djobo-boukari/",NA,NA,8,12,22,1,1,0,0,"observed"
220333,1969,"TGO","Togo",43,"Min. Of Finance & Economic Affairs","Boukari Djobo",NA,"Male",NA,NA,"independent","independent","independent","TGO-independent",3523,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High","General Economic Affairs","Medium",NA,NA,NA,NA,1,0,0,0,1,"8. Masterâ€™s degree","12. Economics/Business/Management","22. Other white-collar job (public sector)","1. No prior political experience","No","No","No","https://visionssolidaires.com/2018/09/06/notre-devoir-de-souvenir-djobo-boukari/",NA,NA,8,12,22,1,1,0,0,"observed"
220344,1970,"TGO","Togo",54,"Min. Of Finance & Economic Affairs","Jean Tevi",NA,"Male",NA,NA,"rpt","Rally of the Togolese People","Rassemblement du Peuple Togolais","TGO-rpt",4131,1,1,0,"Minister (Full Rank)","Finance, Budget & Treasury","High","General Economic Affairs","Medium",NA,NA,NA,NA,1,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"occupation_missing"
